facility_id,facility_name,lot_number,has_visitor_parking,campus_region,street_address,zip_code
2,Olin House,None,None,None,130 N Prospect Ave,53726-4073
4,Olin House Garage,None,None,None,130 N Prospect Ave,53726-4073
6,Pyle Center,None,None,None,702 Langdon St,53706-1420
7,Lincoln Statue,None,None,None,Bascom Mall,53715-0000
8,Memorial Union,None,None,None,800 Langdon St,53706-1419
10,Tong Family Marina,None,None,None,800 Langdon St,53706-1419
11,Vet Medicine Building-Charmany,None,None,None,5801 Mineral Point Rd,53719-4466
13,Hagenah Fountain,None,None,None,Library Mall,53703-0000
15,Memorial Library,None,None,None,728 State St,53706-1418
16,"Historical Society, State",None,None,None,816 State St,53703-1417
17,Vet Medicine-Charmany-Service Building,None,None,None,5901 Mineral Point Rd,53719-4467
18,"White Hall, Helen C",None,None,None,600 N Park St,53706-1403
19,Civil War Guard House,None,None,None,Camp Randall Memorial Park,53715-0000
20,Armory & Gymnasium,None,None,None,716 Langdon St,53706-1400
21,McClain Athletic Facility,None,None,None,1475 Engineering Dr,53706-1607
22,Camp Randall Stadium,None,None,None,1440 Monroe St,53711-2051
23,Athletic Ticket Shelter-Portable,None,None,None,For Business Services Purposes,00000-0000
24,Camp Randall Memorial Arch,None,None,None,200 N Randall Ave,53715-1544
25,Camp Randall Sports Center (Inactive),None,None,None,1430 Monroe St,53711-2501
26,Nicholas Recreation Center,None,None,None,797 W Dayton St,53715-1122
27,University Bay Recreation Fields Building,None,None,None,1301 University Bay Dr,53706-0000
29,Field House,None,None,None,1450 Monroe St,53711-2051
32,Lathrop Hall,None,None,None,1050 University Ave,53706-1304
33,"Bock Laboratories, Robert M",None,None,None,1525 Linden Dr,53706-1534
34,Rennebohm Hall,None,None,None,777 Highland Ave,53705-2222
35,Meiklejohn House,None,None,None,228 N Charter St,53715-2366
36,Forest Products Laboratory,None,None,None,One Gifford Pinchot Dr,53705-2398
37,Park-Langdon Information Kiosk,None,None,None,800 Langdon St,53706-1419
38,Nielsen Tennis Stadium,None,None,None,1000 Highland Ave,53705-2272
39,WARF Office Building,None,None,None,610 Walnut St,53726-2336
40,"McClimon Memorial Track, Dan",None,None,None,702 Walnut St,53726-0000
41,McClimon Track Restrooms & Storage,None,None,None,702 Walnut St,53726-0000
43,McClimon Memorial Track Press Box,None,None,None,702 Walnut St,53726-0000
44,"Cooper Hall, Signe Skott",None,None,None,701 Highland Ave,53705-2202
45,Biotron Laboratory,None,None,None,2115 Observatory Dr,53726-1012
46,"Social Science Bldg, Sewell, William H",None,None,None,1180 Observatory Dr,53706-1320
47,"Chemistry Bldg, F Daniels & J H Mathews",None,None,None,1101 University Ave,53706-1322
48,"Van Vleck Hall, E B",None,None,None,480 Lincoln Dr,53706-1325
49,Heating and Cooling Plant-Walnut St,None,None,None,505 Walnut St,53726-2334
50,Bascom Hall,None,None,None,500 Lincoln Dr,53706-1314
51,South Hall,None,None,None,1055 Bascom Mall,53706-1315
52,North Hall,None,None,None,1050 Bascom Mall,53706-1316
53,Science Hall,None,None,None,550 N Park St,53706-1404
54,Birge Hall,None,None,None,430 Lincoln Dr,53706-1313
55,"Chamberlin Hall, Thomas C",None,None,None,1150 University Ave,53706-1302
56,"Ingraham Hall, Mark H",None,None,None,1155 Observatory Dr,53706-1319
57,Sterling Hall,None,None,None,475 N Charter St,53706-1507
60,Microbial Sciences Building,None,None,None,1550 Linden Dr,53706-1521
61,Park St N 604,None,None,None,604 N Park St,53706-0000
62,Lake Safety Tower,None,None,None,602 N Park St,53706-0000
70,Agricultural Hall,None,None,None,1450 Linden Dr,53706-1522
71,Hoard Memorial,None,None,None,Henry Mall,53706-0000
72,Agricultural Dean's Residence,None,None,None,620 Babcock Dr,53706-1210
73,Allen Centennial Garden,None,None,None,620 Babcock Dr,53706-1210
75,Greenhouse-King Hall,None,None,None,1475 Observatory Dr,53706-1209
76,"Smith Hall, Hiram",None,None,None,1545 Observatory Dr,53706-1215
77,"Smith Annex, Hiram",None,None,None,1555 Observatory Dr,53706-1215
78,Agricultural Bulletin Building,None,None,None,1535 Observatory Dr,53706-1215
79,Steenbock Memorial Library,None,None,None,550 Babcock Dr,53706-1201
80,Agricultural Engineering Building,None,None,None,460 Henry Mall,53706-1533
81,Bakke Recreation & Wellbeing Center,None,None,None,1976 Observatory Dr,53706-0000
82,Genetics-Biotechnology Center Building,None,None,None,425 Henry Mall,53706-1580
84,"Biochemistry Building, DeLuca, Hector F",None,None,None,420 Henry Mall,53706-1569
85,"Nicholas Hall, Nancy",None,None,None,1300 Linden Dr,53706-1524
88,Union South,None,None,None,1308 W Dayton St,53715-1149
90,Stock Pavilion,None,None,None,1675 Linden Dr,53706-1536
92,Dairy Cattle Center,None,None,None,1815 Linden Dr,53706-1110
93,Veterinary Medicine South,None,None,None,2015 Linden Dr,53706-1100
94,"Biomedical Sciences Laboratories, Hanson, Robert P",None,None,None,1656 Linden Dr,53706-1520
95,Horse Barn,None,None,None,520 Elm Dr,53706-1138
96,Dairy Forage Research Center-US,None,None,None,1925 Linden Dr,53706-1108
99,Agricultural Engineering Laboratory,None,None,None,540 Elm Dr,53706-1138
101,US Dairy Forage Research Ctr-P D S,None,None,None,S8822 Sunset Dr,53578-0000
102,Henry Mall 445,None,None,None,445 Henry Mall,53706-1577
103,Linden Dr 1910,None,None,None,1910 Linden Dr,53706-1109
104,Parking Ramp 36-Observatory Dr,None,None,None,1645 Observatory Dr,53705-1205
105,Dairy Barn,None,None,None,1915 Linden Dr,53706-1108
106,Babcock Hall,None,None,None,1605 Linden Dr,53706-1519
107,Griffith State Nursery-Forest Disease Lab,None,None,None,437 Griffith Ave,54494-7859
108,Herrick Dr 505,None,None,None,505 Herrick Dr,53706-1001
109,Herrick Dr 509,None,None,None,509 Herrick Dr,53706-1001
110,Poultry Research Laboratory,None,None,None,1925 Observatory Dr,53706-1122
111,Herrick Dr 502,None,None,None,502 Herrick Dr,53706-1000
112,Lift Station-Marsh,None,None,None,2275 University Bay Dr,53705-0000
113,University Ave 1800,None,None,None,1800 University Ave,53726-4090
114,Russell Laboratories,None,None,None,1630 Linden Dr,53706-1520
115,Livestock Laboratory,None,None,None,1810 Linden Dr,53706-1111
116,"Schuman Shelter, Carl",None,None,None,2025 Willow Dr,53706-0000
118,Animal Science Building,None,None,None,1675 Observatory Dr,53706-1205
120,West Campus Cogeneration Facility,None,None,None,515 Walnut St,53726-2334
121,Cereal Crops Research Unit,None,None,None,502 Walnut St,53726-2335
122,Greenhouse-Walnut St,None,None,None,525 Walnut St,53706-2334
123,Meat Science and Muscle Biology Lab,None,None,None,1805 Linden Dr,53706-1110
124,Mills St N 30,None,None,None,30 N Mills St,53715-1211
125,Physical Plant-Grounds Storage,None,None,None,515 Herrick Dr,53706-1001
126,Veterinary Diagnostic Lab-WI,None,None,None,445 Easterday Ln,53706-1253
127,Herrick Dr 550 - Incinerator,None,None,None,550 Herrick Dr,53706-1000
128,Linden Dr 2115,None,None,None,2115 Linden Dr,53706-1101
129,University Ave 1610,None,None,None,1610 University Ave,53726-4086
130,Picnic Point-Grounds,None,None,None,2000 University Bay Dr,53706-0000
131,Arboretum-Root Cellar,None,None,None,2858 Longenecker Dr,53713-3761
132,Arboretum-Shelter House,None,None,None,2802 Longenecker Dr,53713-3761
133,Arboretum-Nursery Pump House,None,None,None,2869 Longenecker Dr,53713-3761
134,Arboretum-Shop and Garage,None,None,None,2860 Longenecker Dr,53713-3761
135,Lift Station-Arboretum,None,None,None,2862 Longenecker Dr,53713-3761
136,Humphrey Hall,None,None,None,640 Babcock Dr,53706-1210
137,Jorns Hall,None,None,None,650 Babcock Dr,53706-1291
139,Fluno Center for Executive Education,None,None,None,601 University Ave,53715-1035
140,Grainger Hall,None,None,None,975 University Ave,53706-1324
141,Centennial Research Facility,None,None,None,510 Walnut St,53726-2335
142,Parking Ramp 20-University Ave,None,None,None,1390 University Ave,53706-1510
143,US Forage Resh Ctr-Conc Bunker Silos (6),None,None,None,S8822 Sunset Dr,53578-0000
147,US Forage Resh Ctr-Agron Storage,None,None,None,S8822 Sunset Dr,53578-0000
149,Meat Science & Animal Biologics Discovery,None,None,None,1933 Observatory Dr,53706-0000
152,Parking Ramp 46-Lake & Johnson,None,None,None,301 N Lake St,53706-0000
153,Teacher Education,None,None,None,225 N Mills St,53706-1707
154,Educational Sciences,None,None,None,1025 W Johnson St,53706-1706
155,Computer Sciences,None,None,None,1210 W Dayton St,53706-1613
156,Atmospheric Oceanic & Space Sciences Bldg,None,None,None,1225 W Dayton St,53706-1612
158,"Rust, Henry & Schreiner, David Hall",None,None,None,115 N Orchard St,53715-1150
159,ARS Lancaster-Quonset Machine Shed,None,None,None,9129 University Farm Rd,53813-0000
161,US Forage Resh Ctr Shop-Equipment Bldg,None,None,None,S8822 Sunset Dr,53578-0000
162,ARS Lancaster-Dwelling#1,None,None,None,7523 University Farm Rd,53813-0000
163,ARS Lancaster-Barn#2,None,None,None,9129 University Farm Rd,53813-0000
165,ARS Lancaster-Garage and Storage,None,None,None,9129 University Farm Rd,53813-0000
166,ARS Lancaster-Frame Machine Shed,None,None,None,9129 University Farm Rd,53813-0000
167,ARS Lancaster-Hay Storage#2,None,None,None,9129 University Farm Rd,53813-0000
168,ARS Lancaster-Animal Shelter,None,None,None,9129 University Farm Rd,53813-0000
169,ARS Lancaster-Equipment Storage,None,None,None,7396 State Hwy 35 & 81,53813-0000
170,Band Storage Building,None,None,None,710 Walnut St,53726-0000
171,Goodman Softball Complex,None,None,None,2415 University Bay Dr,53706-0000
172,Porter Boathouse,None,None,None,680 Babcock Dr,53706-1210
173,McClimon Track Ticket Booth,None,None,None,702 Walnut St,53726-0000
174,Goodman Softball-Storage Building 3,None,None,None,2405 University Bay Dr,53705-0000
175,Goodman Softball Main Building,None,None,None,2415 University Bay Dr,53706-0000
176,Goodman Softball-Ticket Booth,None,None,None,2435 University Bay Dr,53706-0000
177,ARS Lancaster-Grounds,None,None,None,7396 State Hwy 35 & 81,53813-0000
178,ARS Lancaster-Machine Shed,None,None,None,7396 State Hwy 35 & 81,53813-0000
180,ARS Lancaster-Chem Mgmt Facility,None,None,None,7396 State Hwy 35 & 81,53813-0000
181,ARS Lancaster-Dwelling#2,None,None,None,7406 State Hwy 35 & 81,53813-0000
182,ARS Lancaster-Three Stall Garage,None,None,None,7396 State Hwy 35 & 81,53813-0000
183,ARS Lancaster-Hay Storage#1,None,None,None,7396 State Hwy 35 & 81,53813-0000
184,ARS Lancaster-Dairy Barn,None,None,None,7396 State Hwy 35 & 81,53813-0000
185,ARS Lancaster-Shop and Dryer,None,None,None,7396 State Hwy 35 & 81,53813-0000
186,ARS Lancaster-Farm Center,None,None,None,7396 State Hwy 35 & 81,53813-0000
187,Allen Garden-Gazebo,None,None,None,620 Babcock Dr,53706-1210
188,Allen Garden-Pavilion,None,None,None,620 Babcock Dr,53706-1210
189,Allen Garden-Service Building,None,None,None,620 Babcock Dr,53706-1210
190,Allen Garden-Pergola,None,None,None,620 Babcock Dr,53706-1210
191,Allen Garden-Bridge,None,None,None,620 Babcock Dr,53706-1210
192,Allen Garden-Rock Garden Pools and Pump,None,None,None,620 Babcock Dr,53706-1210
193,Allen Garden-Water Garden and Fountain,None,None,None,620 Babcock Dr,53706-1210
194,Allen Garden-Bronze Bird Sculpture,None,None,None,620 Babcock Dr,53706-1210
195,Allen Garden-Victorian Wrought Iron Fence,None,None,None,620 Babcock Dr,53706-1210
204,"Biochemical Sciences, DeLuca, Hector F",None,None,None,440 Henry Mall,53706-1535
205,"Biochemistry Laboratories, DeLuca, Hector F",None,None,None,433 Babcock Dr,53706-1544
206,"Smith Greenhouse, D C",None,None,None,465 Babcock Dr,53706-1536
211,Morgridge Institute for Research,None,None,None,330 N Orchard St,53715-1119
212,Wisconsin Institute for Discovery,None,None,None,333 N Randall Ave,53715-1003
213,Orchard St N 309,None,None,None,309 N Orchard St,53715-1120
215,Morgridge Hall,None,None,None,1205 University Ave,53706-1530
220,Art Lofts,None,None,None,111 N Frances St,53703-2636
222,Herrick Dr 525 - Electrical Storage,None,None,None,525 Herrick Dr,53706-1001
223,Physical Plant-Grounds Storage 2,None,None,None,520 Herrick Dr,53706-1000
224,Camp Randall Memorial Park,None,None,None,198 N Randall Ave,53715-1341
225,"Kohl Center, The",None,None,None,601 W Dayton St,53715-1206
226,Nicholas-Johnson Pavilion and Plaza,None,None,None,601 W Dayton St,53715-1206
227,LaBahn Arena,None,None,None,105 East Campus Mall,53715-1210
238,ARS Arling-Ent&Plnt P-Storage#4,None,None,None,N1245 Hwy 51,53911-9721
239,ARS Arling-Ent&Plnt P-Storage#2,None,None,None,N1245 Hwy 51,53911-9721
240,ARS Arling-Ent&Plnt P-Storage#3,None,None,None,N1245 Hwy 51,53911-9721
245,Upham Woods-Central Lodge,None,None,None,N194 Cty Rd N,53965-9124
249,Linden Dr 1932,None,None,None,1932 Linden Dr,53706-0000
270,Band Practice Field,None,None,None,787 Walnut St,53726-0000
275,ARS Spooner-Grounds,None,None,None,W6646 Hwy 70,54801-7434
277,ARS Spooner-Chem Mgmt Facility,None,None,None,W6646 Hwy 70,54801-7434
278,ARS Spooner-Auditorium,None,None,None,W6646 Hwy 70,54801-7434
279,ARS Spooner-Pole Hay Shed,None,None,None,W6646 Hwy 70,54801-7434
280,ARS Spooner-Machine Shed,None,None,None,W6646 Hwy 70,54801-7434
281,ARS Spooner-Potato Cellar,None,None,None,W6646 Hwy 70,54801-7434
282,ARS Spooner-Garage,None,None,None,W6646 Hwy 70,54801-7434
283,ARS Spooner-Grain Bin,None,None,None,W6646 Hwy 70,54801-7434
284,ARS Spooner-Sheep Barn 50x168,None,None,None,W6646 Hwy 70,54801-7434
286,ARS Spooner-Ram Barn,None,None,None,W6646 Hwy 70,54801-7434
288,ARS Spooner-Farm House,None,None,None,N5264 Orchard Ln,54801-7435
290,ARS Spooner-Grain Bins,None,None,None,W6646 Hwy 70,54801-7434
294,ARS Spooner-Seed Storage,None,None,None,W6646 Hwy 70,54801-7434
295,ARS Spooner-Greenhouse Plastic,None,None,None,W6646 Hwy 70,54801-7434
296,ARS Spooner-Silo,None,None,None,W6646 Hwy 70,54801-7434
297,ARS Spooner-Pump House and Farm Shop,None,None,None,W6646 Hwy 70,54801-7434
299,ARS Spooner-Shop and Steel Storage,None,None,None,W6646 Hwy 70,54801-7434
306,ARS Hancock-Equipment Shop,None,None,None,N3909 Cty Rd V,54943-7547
310,ARS Marshfield-S-Grounds,None,None,None,2611 Yellowstone Dr,54449-8401
314,ARS Marshfield-S-Dwelling,None,None,None,2603 Yellowstone Dr,54449-8401
315,ARS Marshfield-S-Oil and Grease Shed,None,None,None,2611 Yellowstone Dr,54449-8401
316,ARS Marshfield-S-Garage,None,None,None,2611 Yellowstone Dr,54449-8401
317,ARS Marshfield-S-Steel Shed and Shop,None,None,None,2611 Yellowstone Dr,54449-8401
318,ARS Marshfield-S-Granary Dryer,None,None,None,2611 Yellowstone Dr,54449-8401
321,ARS Marshfield-S-Chem Mgmt Facility,None,None,None,2611 Yellowstone Dr,54449-8401
325,ARS Marshfield-S-Machine Shed,None,None,None,2611 Yellowstone Dr,54449-8401
332,ARS Peninsular-Grounds,None,None,None,4312 Hwy 42,54235-9620
333,ARS Peninsular-Soil Storage Building,None,None,None,4312 Hwy 42,54235-9620
334,ARS Peninsular-Machine Shed#1,None,None,None,4312 Hwy 42,54235-9620
335,ARS Peninsular-Pole Barn,None,None,None,4312 Hwy 42,54235-9620
336,ARS Marshfield-S-Office & Soil Lab,None,None,None,2611 Yellowstone Dr,54449-8401
340,ARS Peninsular-Screenhouse#6,None,None,None,4312 Hwy 42,54235-9620
341,ARS Peninsular-Screenhouse#3,None,None,None,4312 Hwy 42,54235-9620
342,ARS Hancock-Equipment Storage,None,None,None,N3909 Cty Rd V,54943-7547
343,ARS Peninsular-Garage,None,None,None,4312 Hwy 42,54235-9620
344,ARS Hancock-Greenhouse Plastic,None,None,None,N3909 Cty Rd V,54943-7547
345,ARS Hancock-Dormitory,None,None,None,N3871 Cty Hwy V,54943-7547
346,ARS Hancock-Office and Laboratory,None,None,None,N3909 Cty Rd V,54943-7547
348,ARS Hancock-Potato Grading and Storage,None,None,None,N3909 Cty Rd V,54943-7547
350,ARS Hancock-Grounds,None,None,None,N3909 Cty Rd V,54943-7547
352,ARS Hancock-Woodworking Shop & Dryer,None,None,None,N3909 Cty Rd V,54943-7547
353,ARS Hancock-Field Office,None,None,None,N3909 Cty Rd V,54943-7547
355,ARS Hancock-Vegetable Grading & Storage,None,None,None,N3909 Cty Rd V,54943-7547
359,"ARS Hancock-Fertilizer, Chemical, Equip Stg",None,None,None,N3909 Cty Rd V,54943-7547
360,Lelah Starks-Potato Storage,None,None,None,7749 Hwy K,54501-9140
361,ARS Rhine-Stella-Plastic Greenhouse#2,None,None,None,4181 Camp Bryn Afon Rd,54501-9562
362,ARS Rhine-Stella-Greenhouse#1,None,None,None,4181 Camp Bryn Afon Rd,54501-9562
363,ARS Hancock-Chemical Management Facility,None,None,None,N3909 Cty Rd V,54943-7547
364,ARS Rhine-Stella-Grounds,None,None,None,4181 Camp Bryn Afon Rd,54501-9562
365,ARS Peninsular-Plastic Greenhouse,None,None,None,4312 Hwy 42,54235-9620
366,ARS Peninsular-Sprayer Shed,None,None,None,4312 Hwy 42,54235-9620
367,ARS Peninsular-Garden Tool Shed,None,None,None,4312 Hwy 42,54235-9620
368,ARS Peninsular-Potato Storage and Workroom,None,None,None,4312 Hwy 42,54235-9620
369,ARS Peninsular-Greenhouse,None,None,None,4312 Hwy 42,54235-9620
371,ARS Peninsular-Apple Storage,None,None,None,4312 Hwy 42,54235-9620
372,ARS Peninsular-Head and Greenhouse,None,None,None,4312 Hwy 42,54235-9620
373,ARS Peninsular-Apple Grading and Storage,None,None,None,4312 Hwy 42,54235-9620
374,ARS Peninsular-Machine Shed#2,None,None,None,4312 Hwy 42,54235-9620
375,ARS Peninsular-Chem Mgmt Facility,None,None,None,4312 Hwy 42,54235-9620
376,ARS Peninsular-House,None,None,None,4310 Hwy 42,54235-0000
377,ARS Rhine-Stella-Plastic Greenhouse#3,None,None,None,4181 Camp Bryn Afon Rd,54501-9562
378,ARS Peninsular-Office and Laboratory,None,None,None,4312 Hwy 42,54235-9620
379,ARS Peninsular-Pump and Well House,None,None,None,4312 Hwy 42,54235-9620
380,ARS Peninsular-Wood Storage Building,None,None,None,4312 Hwy 42,54235-9620
381,ARS Peninsular-Screenhouse#1,None,None,None,4312 Hwy 42,54235-9620
382,ARS Peninsular-Screenhouse#7,None,None,None,4312 Hwy 42,54235-9620
383,ARS Peninsular-Screenhouse#8,None,None,None,4312 Hwy 42,54235-9620
384,ARS Peninsular-Screenhouse#9,None,None,None,4312 Hwy 42,54235-9620
387,ARS Rhine-Stella-Machine Shed/Shop,None,None,None,4181 Camp Bryn Afon Rd,54501-9562
388,ARS Rhine-Stella-Plastic Greenhouse#7,None,None,None,4181 Camp Bryn Afon Rd,54501-9562
389,ARS Rhine-Stella-Dormitory & Office,None,None,None,4161 Camp Bryn Afon Rd,54501-9562
390,ARS Rhine-Stella-Plastic Greenhouse#4,None,None,None,4181 Camp Bryn Afon Rd,54501-9562
391,ARS Rhine-Stella-Plastic Greenhouse#5,None,None,None,4181 Camp Bryn Afon Rd,54501-9562
392,ARS Rhine-Stella-Plastic Greenhouse#6,None,None,None,4181 Camp Bryn Afon Rd,54501-9562
393,ARS Rhine-Stella-Trailer,None,None,None,4181 Camp Bryn Afon Rd,54501-9562
394,ARS Rhine-Stella-Headquarters Bldg,None,None,None,4181 Camp Bryn Afon Rd,54501-9562
395,ARS Rhine-Stella-Garage,None,None,None,4181 Camp Bryn Afon Rd,54501-9562
396,Finnerud Forest Garage,None,None,None,Agawak Rd,54548-0000
397,Finnerud Forest,None,None,None,Agawak Rd,54548-0000
398,ARS Rhine-Stella-Boiler House,None,None,None,4181 Camp Bryn Afon Rd,54501-9562
399,ARS Rhine-Stella-Potato Storage Bldg,None,None,None,4181 Camp Bryn Afon Rd,54501-9562
400,Education Building,None,None,None,1000 Bascom Mall,53706-1326
401,Integrative Biology Research Building,None,None,None,1117 W Johnson St,53706-1705
402,"Noland Hall, Lowell E",None,None,None,250 N Mills St,53706-1708
403,Water Science and Engineering Laboratory,None,None,None,660 N Park St,53706-1413
404,"Wendt Commons, Kurt F",None,None,None,215 N Randall Ave,53706-1605
405,Radio Hall,None,None,None,975 Observatory Dr,53706-1321
407,Mechanical Engineering Building,None,None,None,1513 University Ave,53706-1539
408,Engineering Hall,None,None,None,1415 Engineering Dr,53706-1607
409,Lelah Starks-Zeloski Screenhouse,None,None,None,7749 Hwy K,54501-9140
410,Lelah Starks-House,None,None,None,7749 Hwy K,54501-9140
411,Lelah Starks-Screenhouse#2,None,None,None,7749 Hwy K,54501-9140
412,Lelah Starks-Screenhouse#3,None,None,None,7749 Hwy K,54501-9140
413,Lelah Starks-Grounds,None,None,None,7749 Hwy K,54501-9140
414,Lelah Starks-Screenhouse#4,None,None,None,7749 Hwy K,54501-9140
415,Lelah Starks-Potato Sorting,None,None,None,7749 Hwy K,54501-9140
418,Lelah Starks-Machine Shop,None,None,None,7749 Hwy K,54501-9140
419,ARS Madison-Mandt-Machine Storage#2,None,None,None,8501 Mineral Point Rd,53593-8691
420,ARS Madison-West-Grounds,None,None,None,8502 Mineral Point Rd,53593-9689
421,ARS Madison-West-Machine Shop/Storage,None,None,None,8460 Mineral Point Rd,53593-8696
422,ARS Madison-West-Hay Storage (inactive),None,None,None,8502 Mineral Point Rd,53593-9689
423,ARS Madison-West-Agron/Eng/Gen Bldg,None,None,None,8456 Mineral Point Rd,53593-3808
424,ARS Madison-West-Chemical Mgmt Facility,None,None,None,8468 Mineral Point Rd,53593-3808
425,ARS Madison-West-Gas Tanks,None,None,None,8464 Mineral Point Rd,53593-3808
426,ARS Madison-West-Headquarters Building,None,None,None,8502 Mineral Point Rd,53593-9689
427,ARS Madison-West-Garden Office,None,None,None,8502 Mineral Point Rd,53593-9689
428,ARS Madison-West Hay Storage,None,None,None,8502 Mineral Point Rd,53593-9689
430,Law Building,None,None,None,975 Bascom Mall,53706-1399
431,Upham Woods-System Control,None,None,None,N194 Cty Rd N,53965-9124
432,Upham Woods-Residence Duplex,None,None,None,N194 Cty Rd N,53965-9124
433,Upham Woods-Bath House,None,None,None,N194 Cty Rd N,53965-9124
434,Upham Woods-Ihlenfeldt Cabin,None,None,None,N194 Cty Rd N,53965-9124
435,Eagle Heights Community Gardens,None,None,None,2452 Lake Mendota Dr,53705-1507
436,Upham Woods-Shop and Storage,None,None,None,N194 Cty Rd N,53965-9124
437,Upper Dells Education & Research Center,None,None,None,N194 Cty Rd N,53965-9124
438,Upham Woods-Dormitory,None,None,None,N194 Cty Rd N,53965-9124
439,Upham Woods-Peters Nature Center,None,None,None,N194 Cty Rd N,53965-9124
440,Upham Woods-Grounds,None,None,None,N194 Cty Rd N,53965-9124
441,Upham Woods-Craig Cabin,None,None,None,N194 Cty Rd N,53965-9124
442,Upham Woods-Varney Craft Center,None,None,None,N194 Cty Rd N,53965-9124
443,Upham Woods-Bewick Cabin,None,None,None,N194 Cty Rd N,53965-9124
444,Upham Woods-Dr. Bible Cabin,None,None,None,N194 Cty Rd N,53965-9124
445,Upham Woods-Ranger Mac Cabin,None,None,None,N194 Cty Rd N,53965-9124
448,Upham Woods-Varney Cabin,None,None,None,N194 Cty Rd N,53965-9124
449,Nutritional Sciences,None,None,None,1415 Linden Dr,53706-1510
450,Medical Sciences Center,None,None,None,1300 University Ave,53706-1532
452,Bradley Memorial Building,None,None,None,1225 Linden Dr,53706-1528
453,School of Social Work Building,None,None,None,1350 University Ave,53706-1510
455,"Middleton Building, William S",None,None,None,1305 Linden Dr,53706-1523
456,UW Psychiatric Institute and Clinics,None,None,None,6001 Research Park Blvd,53719-1176
458,Goodman Softball-Storage Building 1,None,None,None,1030 Highland Ave,53706-0000
459,Waisman Center,None,None,None,1500 Highland Ave,53705-2274
460,Kellner Hall,None,None,None,1440 Monroe St,53711-2051
464,"Taylor Hall, Henry",None,None,None,427 Lorch St,53706-1513
465,Linden Dr 2105,None,None,None,2105 Linden Dr,53706-1101
467,East Campus Mall 333,None,None,None,333 East Campus Mall,53715-1365
468,McArdle Building,None,None,None,447 Lorch St,53706-1526
469,"Humanities Building, Mosse, George L",None,None,None,455 N Park St,53706-1405
470,"Psychology Building, W J Brogden",None,None,None,1202 W Johnson St,53706-1611
473,Civil War Historical Marker,None,None,None,Camp Randall Memorial Park,53715-0000
475,Lifesaving Station,None,None,None,144 E Gilman St,53703-1407
476,"Stovall Building, William D-Hygiene Lab",None,None,None,465 Henry Mall,53706-1501
479,Enzyme Institute,None,None,None,1710 University Ave,53726-4087
